feature,importance
project_key_BVAL,8.948381759126049e-06
project_key_STANBOL,8.691146692769726e-06
project_key_TIKA,8.554715184724007e-06
project_key_MSHADE,7.7690499877239e-06
project_key_COMDEV,7.638400032391915e-06
project_key_HDDS,7.551247129905889e-06
project_key_AIRAVATA,7.5342485410167835e-06
project_key_MRAR,7.522255771058245e-06
project_key_JAXME,7.30757319258362e-06
project_key_AMQCPP,6.887416556236418e-06
project_key_KYLIN,6.599616183924613e-06
project_key_PORTLETBRIDGE,6.597127984240439e-06
project_key_EMPIREDB,6.438133412459204e-06
project_key_ATTIC,6.383943751636635e-06
project_key_IBATISNET,5.928246024157594e-06
project_key_DERBY,5.801085692168044e-06
project_key_CLI,5.764316377853858e-06
project_key_IVY,5.64715206615643e-06
project_key_DIRSTUDIO,5.534687241468265e-06
project_key_OOZIE,5.478528162909072e-06
project_key_EAGLE,5.47087125866301e-06
project_key_JDO,5.4304989334297305e-06
project_key_EXTCDI,5.225283052060809e-06
project_key_TORQUE,5.1939936858843045e-06
project_key_SAMZA,5.17470816079711e-06
project_key_FILEUPLOAD,4.894400952484876e-06
project_key_TAVERNA,4.798894093608157e-06
project_key_CMIS,4.629887492566574e-06
project_key_WHIRR,4.461673005600735e-06
project_key_MODPYTHON,4.240300506462833e-06
project_key_TRB,4.2247613112712595e-06
project_key_MGPG,4.103476462677432e-06
project_key_IMAP,3.8121624120626556e-06
project_key_TOMAHAWK,3.7818540545087358e-06
project_key_GUACAMOLE,3.7403502016076207e-06
project_key_CLIMATE,3.733614321106167e-06
project_key_CSV,3.698444515252985e-06
project_key_HTTPCORE,3.6957713986277273e-06
project_key_HIVEMALL,3.593690596074672e-06
project_key_MPOM,3.460626669435802e-06
project_key_DOSGI,3.2497080889367834e-06
project_key_JCS,3.0041778975264375e-06
issue_type_Request,2.9174145554578867e-06
project_key_XBEAN,2.5078140106161535e-06
project_key_TILES,2.4994058966119643e-06
project_key_ARIES,2.0703828728019367e-06
project_key_ODE,1.9845167598495937e-06
project_key_AURORA,1.937402931464579e-06
project_key_DOXIASITETOOLS,1.8750714935942217e-06
project_key_MEJB,1.4553605564108238e-06
priority_Urgent,1.4189201514664943e-06
project_key_JCLOUDS,1.3356139989969897e-06
project_key_NETBEANS,1.3180281522374513e-06
project_key_JUDDI,1.269614157126415e-06
project_key_MARMOTTA,1.26480828573009e-06
project_key_GERONIMODEVTOOLS,1.2207670327813175e-06
project_key_SHALE,1.210842795297377e-06
project_key_BOOKKEEPER,1.0505608078870802e-06
project_key_SMXCOMP,9.729878257573381e-07
project_key_SYNAPSE,9.301695907186057e-07
project_key_TC,9.151097675979391e-07
project_key_MINVOKER,8.673964922702857e-07
project_key_LUCY,8.633958586616247e-07
project_key_GOSSIP,8.506366124916403e-07
project_key_PROTON,7.955834226162095e-07
project_key_CLK,7.893150997989064e-07
project_key_TAMAYA,6.811910227409431e-07
project_key_CODEC,6.449374381285276e-07
project_key_WEEX,6.341378437094151e-07
project_key_STDCXX,6.092705686346611e-07
project_key_OWB,5.846425242952356e-07
project_key_NPANDAY,5.755037332008513e-07
project_key_BROOKLYN,5.653712586954174e-07
project_key_WODEN,5.469383799631449e-07
project_key_MJAVADOC,5.414534816614808e-07
project_key_WSS,5.398394702156738e-07
project_key_MRUNIT,5.2121283167074e-07
project_key_EXTVAL,5.087866906292129e-07
project_key_ROCKETMQ,5.025705603281082e-07
project_key_SSHD,4.695868553992364e-07
project_key_CRUNCH,4.4675922169164554e-07
project_key_BLUR,4.353357223005547e-07
project_key_NIFIREG,4.159850969481193e-07
project_key_NET,4.064294263823743e-07
project_key_RATIS,3.571601915709947e-07
project_key_SANDBOX,3.2829788195774337e-07
project_key_QPIDJMS,3.042731694591667e-07
project_key_WOOKIE,2.8388248957594815e-07
project_key_HELIX,2.8332007275259155e-07
project_key_SCB,2.723732826643568e-07
project_key_FLAGON,2.688150935455644e-07
project_key_MTOMCAT,2.547668809339332e-07
project_key_HCATALOG,2.2606316105588523e-07
project_key_AMQNET,2.1840807902037511e-07
project_key_USERGRID,1.9002907544996213e-07
project_key_OLIO,1.848268553519117e-07
project_key_JSPF,1.7770945780187223e-07
project_key_VYSPER,1.282450774879281e-07
project_key_MPMD,1.0992406291319464e-07
project_key_KNOX,1.0705792374453188e-07
project_key_STREAMS,8.658516610617579e-08
project_key_S2GRAPH,7.474569511274566e-08
project_key_APEXCORE,4.083360735867911e-08
project_key_CELIX,3.8385878389904894e-08
project_key_GRIFFIN,3.486146743598881e-08
project_key_ESME,1.970027673950579e-08
issue_type_RTC,1.5760938491671866e-08
project_key_ETCH,1.2893704738313623e-08
project_key_RNG,7.852405774700241e-09
project_key_ATTRIBUTES,1.6195419756104254e-09
project_key_HDT,0.0
project_key_MPDF,0.0
project_key_MPATCH,0.0
project_key_MODELER,0.0
project_key_MLINKCHECK,0.0
project_key_MSCMPUB,0.0
